ID,DATE,ELEMENT,DATA_VALUE,M_FLAG,Q_FLAG,S_FLAG,OBS_TIME
PAM00086221,2022-02-13,TMIN,18.8,,,S,
PAM00086221,2022-02-13,PRCP,14.0,,,S,
PAM00086221,2022-02-13,TAVG,23.700000000000003,H,,S,
PAM00086233,2022-02-13,TMAX,35.4,,,S,
PAM00086233,2022-02-13,TMIN,19.400000000000002,,,S,
PAM00086233,2022-02-13,TAVG,24.400000000000002,H,,S,
PAM00086234,2022-02-13,TMAX,34.800000000000004,,,S,
PAM00086234,2022-02-13,TMIN,19.200000000000003,,,S,
PAM00086234,2022-02-13,TAVG,26.8,H,,S,
PAM00086255,2022-02-13,TMAX,34.4,,,S,
PAM00086255,2022-02-13,TMIN,16.0,,,S,
PAM00086255,2022-02-13,TAVG,22.6,H,,S,
PAM00086260,2022-02-13,TMAX,34.2,,,S,
PAM00086260,2022-02-13,TMIN,20.5,,,S,
PAM00086260,2022-02-13,TAVG,24.900000000000002,H,,S,
PAM00086268,2022-02-13,TMAX,33.6,,,S,
PAM00086268,2022-02-13,TMIN,21.6,,,S,
PAM00086268,2022-02-13,TAVG,26.900000000000002,H,,S,
PAM00086285,2022-02-13,TMAX,35.0,,,S,
PAM00086285,2022-02-13,TMIN,18.8,,,S,
PAM00086285,2022-02-13,PRCP,1.5,,,S,
PAM00086285,2022-02-13,TAVG,23.6,H,,S,
PA000086068,2022-02-14,TMIN,19.0,,,S,
PA000086068,2022-02-14,PRCP,0.0,,,S,
PA000086068,2022-02-14,TAVG,26.400000000000002,H,,S,
PA000086086,2022-02-14,TMIN,22.0,,,S,
PA000086086,2022-02-14,PRCP,0.0,,,S,
PA000086086,2022-02-14,TAVG,28.6,H,,S,
PA000086134,2022-02-14,TMIN,21.0,,,S,
PA000086134,2022-02-14,TAVG,28.700000000000003,H,,S,
PA000086297,2022-02-14,TMIN,18.0,,,S,
PA000086297,2022-02-14,TAVG,25.400000000000002,H,,S,
PAM00086097,2022-02-14,TMAX,33.6,,,S,
PAM00086097,2022-02-14,TMIN,21.6,,,S,
PAM00086097,2022-02-14,TAVG,27.8,H,,S,
PAM00086128,2022-02-14,TMIN,20.0,,,S,
PAM00086128,2022-02-14,TAVG,28.400000000000002,H,,S,
PAM00086170,2022-02-14,TMIN,17.6,,,S,
PAM00086170,2022-02-14,TAVG,28.700000000000003,H,,S,
PAM00086185,2022-02-14,TMIN,19.0,,,S,
PAM00086185,2022-02-14,TAVG,25.8,H,,S,
PAM00086210,2022-02-14,TMAX,35.0,,,S,
PAM00086210,2022-02-14,TMIN,22.0,,,S,
PAM00086210,2022-02-14,TAVG,28.6,H,,S,
PAM00086218,2022-02-14,TMIN,21.0,,,S,
PAM00086218,2022-02-14,TAVG,27.8,H,,S,
PAM00086221,2022-02-14,TMIN,18.8,,,S,
PAM00086221,2022-02-14,PRCP,0.0,,,S,
PAM00086221,2022-02-14,TAVG,26.5,H,,S,
PAM00086233,2022-02-14,TMIN,19.400000000000002,,,S,
PAM00086233,2022-02-14,TAVG,25.6,H,,S,
PAM00086234,2022-02-14,TMIN,18.6,,,S,
PAM00086234,2022-02-14,TAVG,26.3,H,,S,
PAM00086255,2022-02-14,TMIN,18.0,,,S,
PAM00086255,2022-02-14,TAVG,25.700000000000003,H,,S,
PAM00086268,2022-02-14,TMIN,18.8,,,S,
PAM00086268,2022-02-14,TAVG,25.700000000000003,H,,S,
PAM00086285,2022-02-14,TMIN,17.900000000000002,,,S,
PAM00086285,2022-02-14,PRCP,0.0,,,S,
PAM00086285,2022-02-14,TAVG,24.200000000000003,H,,S,
PA000086068,2022-02-15,TMIN,23.0,,,S,
PA000086068,2022-02-15,TAVG,30.1,H,,S,
PA000086086,2022-02-15,TMIN,24.0,,,S,
PA000086086,2022-02-15,TAVG,30.3,H,,S,
PA000086134,2022-02-15,TMIN,21.200000000000003,,,S,
PA000086134,2022-02-15,TAVG,30.200000000000003,H,,S,
PA000086297,2022-02-15,TMIN,19.0,,,S,
PA000086297,2022-02-15,TAVG,27.6,H,,S,
PAM00086097,2022-02-15,TMIN,23.200000000000003,,,S,
PAM00086097,2022-02-15,PRCP,0.8,,,S,
PAM00086097,2022-02-15,TAVG,29.6,H,,S,
PAM00086128,2022-02-15,TMIN,22.0,,,S,
PAM00086128,2022-02-15,TAVG,29.700000000000003,H,,S,
PAM00086170,2022-02-15,TMIN,18.5,,,S,
PAM00086170,2022-02-15,TAVG,30.8,H,,S,
PAM00086185,2022-02-15,TAVG,28.3,H,,S,
PAM00086192,2022-02-15,TMAX,37.0,,,S,
PAM00086192,2022-02-15,TMIN,20.0,,,S,
PAM00086192,2022-02-15,TAVG,27.6,H,,S,
PAM00086210,2022-02-15,TMIN,22.0,,,S,
PAM00086210,2022-02-15,TAVG,30.3,H,,S,
PAM00086218,2022-02-15,TAVG,29.1,H,,S,
PAM00086221,2022-02-15,TMAX,34.4,,,S,
PAM00086221,2022-02-15,TMIN,22.0,,,S,
PAM00086221,2022-02-15,TAVG,26.400000000000002,H,,S,
PAM00086234,2022-02-15,TMAX,34.0,,,S,
PAM00086234,2022-02-15,TMIN,17.6,,,S,
PAM00086234,2022-02-15,TAVG,24.400000000000002,H,,S,
PAM00086255,2022-02-15,TMIN,19.400000000000002,,,S,
PAM00086255,2022-02-15,TAVG,27.5,H,,S,
PAM00086260,2022-02-15,TMIN,19.5,,,S,
PAM00086260,2022-02-15,TAVG,26.8,H,,S,
PAM00086268,2022-02-15,TMIN,18.8,,,S,
PAM00086268,2022-02-15,TAVG,25.3,H,,S,
PAM00086285,2022-02-15,TMIN,16.900000000000002,,,S,
PAM00086285,2022-02-15,TAVG,25.8,H,,S,
PA000086068,2022-02-16,TMIN,24.0,,,S,
PA000086068,2022-02-16,TAVG,31.900000000000002,H,,S,
PA000086134,2022-02-16,TMIN,21.400000000000002,,,S,
PA000086134,2022-02-16,TAVG,33.6,H,,S,
PA000086297,2022-02-16,TMAX,37.0,,,S,
PA000086297,2022-02-16,TMIN,20.0,,,S,
PA000086297,2022-02-16,TAVG,29.3,H,,S,
PAM00086097,2022-02-16,TMIN,24.400000000000002,,,S,
PAM00086097,2022-02-16,PRCP,0.0,,,S,
PAM00086097,2022-02-16,TAVG,31.6,H,,S,
PAM00086128,2022-02-16,TMIN,23.0,,,S,
PAM00086128,2022-02-16,TAVG,31.200000000000003,H,,S,
PAM00086170,2022-02-16,TMIN,19.6,,,S,
PAM00086170,2022-02-16,TAVG,32.6,H,,S,
PAM00086185,2022-02-16,TMIN,19.200000000000003,,,S,
PAM00086185,2022-02-16,TAVG,27.8,H,,S,
PAM00086192,2022-02-16,TMIN,20.0,,,S,
PAM00086192,2022-02-16,TAVG,28.3,H,,S,
PAM00086210,2022-02-16,TMAX,37.0,,,S,
PAM00086210,2022-02-16,TMIN,23.0,,,S,
PAM00086210,2022-02-16,TAVG,30.900000000000002,H,,S,
PAM00086218,2022-02-16,TAVG,29.6,H,,S,
PAM00086221,2022-02-16,TMAX,37.4,,,S,
PAM00086221,2022-02-16,TMIN,18.0,,,S,
PAM00086221,2022-02-16,TAVG,27.400000000000002,H,,S,
PAM00086233,2022-02-16,TMIN,19.8,,,S,
PAM00086233,2022-02-16,TAVG,28.1,H,,S,
PAM00086234,2022-02-16,TMIN,18.6,,,S,
PAM00086234,2022-02-16,TAVG,29.200000000000003,H,,S,
PAM00086255,2022-02-16,TMIN,19.400000000000002,,,S,
PAM00086255,2022-02-16,TAVG,29.5,H,,S,
PAM00086268,2022-02-16,TMIN,23.200000000000003,,,S,
PAM00086268,2022-02-16,TAVG,30.6,H,,S,
PAM00086285,2022-02-16,TMAX,35.800000000000004,,,S,
PAM00086285,2022-02-16,TMIN,19.1,,,S,
PAM00086285,2022-02-16,TAVG,26.900000000000002,H,,S,
PA000086068,2022-02-17,TMIN,26.5,,,S,
PA000086068,2022-02-17,TAVG,28.700000000000003,H,,S,
PA000086134,2022-02-17,TMIN,22.8,,,S,
PA000086134,2022-02-17,TAVG,28.1,H,,S,
PA000086297,2022-02-17,TMIN,21.6,,,S,
PA000086297,2022-02-17,TAVG,29.900000000000002,H,,S,
PAM00086097,2022-02-17,TMIN,21.400000000000002,,,S,
PAM00086097,2022-02-17,TAVG,29.400000000000002,H,,S,
PAM00086128,2022-02-17,TAVG,26.3,H,,S,
PAM00086170,2022-02-17,TMIN,24.0,,,S,
PAM00086170,2022-02-17,TAVG,29.5,H,,S,
PAM00086185,2022-02-17,TMIN,20.200000000000003,,,S,
PAM00086185,2022-02-17,TAVG,27.8,H,,S,
PAM00086210,2022-02-17,TMIN,23.0,,,S,
PAM00086210,2022-02-17,TAVG,29.400000000000002,H,,S,
PAM00086218,2022-02-17,TMIN,23.0,,,S,
PAM00086218,2022-02-17,TAVG,29.1,H,,S,
PAM00086221,2022-02-17,TMIN,22.400000000000002,,,S,
PAM00086221,2022-02-17,TAVG,30.8,H,,S,
PAM00086234,2022-02-17,TMIN,16.400000000000002,,,S,
PAM00086234,2022-02-17,TAVG,27.5,H,,S,
PAM00086255,2022-02-17,TMIN,21.0,,,S,
PAM00086255,2022-02-17,TAVG,30.700000000000003,H,,S,
PAM00086260,2022-02-17,TMIN,23.0,,,S,
PAM00086260,2022-02-17,TAVG,28.700000000000003,H,,S,
PAM00086268,2022-02-17,TMIN,23.0,,,S,
PAM00086268,2022-02-17,TAVG,28.1,H,,S,
PA000086068,2022-02-18,TMAX,35.0,,,S,
PA000086068,2022-02-18,TMIN,22.8,,,S,
PA000086068,2022-02-18,PRCP,1.0,,,S,
PA000086068,2022-02-18,TAVG,25.8,H,,S,
PA000086086,2022-02-18,TMIN,24.0,,,S,
PA000086086,2022-02-18,PRCP,6.1000000000000005,,,S,
PA000086086,2022-02-18,TAVG,27.6,H,,S,
PA000086134,2022-02-18,TMIN,24.400000000000002,,,S,
PA000086134,2022-02-18,TAVG,29.900000000000002,H,,S,
PA000086297,2022-02-18,TMAX,37.0,,,S,
PA000086297,2022-02-18,TMIN,22.0,,,S,
PA000086297,2022-02-18,TAVG,30.1,H,,S,
PAM00086097,2022-02-18,TMAX,35.0,,,S,
PAM00086097,2022-02-18,TMIN,21.0,,,S,
PAM00086097,2022-02-18,TAVG,27.6,H,,S,
PAM00086128,2022-02-18,TMIN,21.0,,,S,
PAM00086128,2022-02-18,TAVG,27.400000000000002,H,,S,
PAM00086170,2022-02-18,TMIN,22.200000000000003,,,S,
PAM00086170,2022-02-18,TAVG,31.200000000000003,H,,S,
PAM00086185,2022-02-18,TMIN,23.0,,,S,
PAM00086185,2022-02-18,TAVG,27.700000000000003,H,,S,
PAM00086210,2022-02-18,TMAX,37.4,,,S,
PAM00086210,2022-02-18,TMIN,21.0,,,S,
PAM00086210,2022-02-18,TAVG,28.6,H,,S,
PAM00086218,2022-02-18,TAVG,29.6,H,,S,
PAM00086221,2022-02-18,TMAX,37.4,,,S,
PAM00086221,2022-02-18,TMIN,18.0,,,S,
PAM00086221,2022-02-18,TAVG,26.700000000000003,H,,S,
PAM00086233,2022-02-18,TMIN,20.0,,,S,
PAM00086233,2022-02-18,TAVG,27.900000000000002,H,,S,
PAM00086234,2022-02-18,TMIN,16.1,,,S,
PAM00086234,2022-02-18,TAVG,27.3,H,,S,
PAM00086255,2022-02-18,TMAX,41.5,,,S,
PAM00086255,2022-02-18,TMIN,20.8,,,S,
PAM00086255,2022-02-18,TAVG,30.700000000000003,H,,S,
PAM00086260,2022-02-18,TMIN,19.0,,,S,
PAM00086260,2022-02-18,TAVG,27.6,H,,S,
PAM00086268,2022-02-18,TMIN,22.8,,,S,
PAM00086268,2022-02-18,TAVG,30.3,H,,S,
PAM00086285,2022-02-18,TMAX,35.7,,,S,
PAM00086285,2022-02-18,TMIN,18.6,,,S,
PAM00086285,2022-02-18,TAVG,27.400000000000002,H,,S,
PA000086068,2022-02-19,TMIN,23.0,,,S,
PA000086068,2022-02-19,PRCP,0.0,,,S,
PA000086068,2022-02-19,TAVG,29.8,H,,S,
PA000086086,2022-02-19,TMIN,23.0,,,S,
PA000086086,2022-02-19,PRCP,0.0,,,S,
PA000086086,2022-02-19,TAVG,29.0,H,,S,
PA000086134,2022-02-19,TMIN,22.0,,,S,
PA000086134,2022-02-19,TAVG,30.400000000000002,H,,S,
PA000086297,2022-02-19,TMIN,22.0,,,S,
PA000086297,2022-02-19,TAVG,30.400000000000002,H,,S,
PAM00086097,2022-02-19,TMIN,19.400000000000002,,,S,
PAM00086097,2022-02-19,TAVG,28.1,H,,S,
PAM00086128,2022-02-19,TMIN,23.0,,,S,
PAM00086128,2022-02-19,TAVG,30.400000000000002,H,,S,
PAM00086170,2022-02-19,TMIN,19.6,,,S,
PAM00086170,2022-02-19,TAVG,31.0,H,,S,
PAM00086185,2022-02-19,TMIN,21.0,,,S,
PAM00086185,2022-02-19,TAVG,27.5,H,,S,
PAM00086192,2022-02-19,TMIN,20.6,,,S,
PAM00086192,2022-02-19,TAVG,28.5,H,,S,
PAM00086210,2022-02-19,TMIN,21.0,,,S,
PAM00086210,2022-02-19,PRCP,0.5,,,S,
PAM00086210,2022-02-19,TAVG,29.8,H,,S,
PAM00086218,2022-02-19,TMIN,22.0,,,S,
PAM00086218,2022-02-19,TAVG,29.700000000000003,H,,S,
PAM00086221,2022-02-19,TMAX,40.0,,,S,
PAM00086221,2022-02-19,TMIN,19.0,,,S,
PAM00086221,2022-02-19,TAVG,27.5,H,,S,
PAM00086233,2022-02-19,TMIN,19.6,,,S,
PAM00086233,2022-02-19,TAVG,27.700000000000003,H,,S,
PAM00086234,2022-02-19,TMIN,19.3,,,S,
PAM00086234,2022-02-19,TAVG,29.3,H,,S,
PAM00086255,2022-02-19,TMIN,19.0,,,S,
PAM00086255,2022-02-19,TAVG,31.3,H,,S,
PAM00086260,2022-02-19,TMIN,22.0,,,S,
PAM00086260,2022-02-19,TAVG,28.400000000000002,H,,S,
PAM00086268,2022-02-19,TMIN,21.8,,,S,
PAM00086268,2022-02-19,TAVG,28.400000000000002,H,,S,
PAM00086285,2022-02-19,TMIN,19.200000000000003,,,S,
PAM00086285,2022-02-19,TAVG,27.3,H,,S,
PA000086068,2022-02-20,TMAX,37.5,,,S,
PA000086068,2022-02-20,TMIN,23.5,,,S,
PA000086068,2022-02-20,TAVG,28.900000000000002,H,,S,
PA000086086,2022-02-20,TMAX,38.0,,,S,
PA000086086,2022-02-20,TMIN,25.0,,,S,
PA000086086,2022-02-20,TAVG,30.900000000000002,H,,S,
PA000086134,2022-02-20,TMAX,37.6,,,S,
PA000086134,2022-02-20,TMIN,25.400000000000002,,,S,
PA000086134,2022-02-20,TAVG,29.200000000000003,H,,S,
PA000086297,2022-02-20,TMIN,24.6,,,S,
PA000086297,2022-02-20,TAVG,30.3,H,,S,
PAM00086097,2022-02-20,TMAX,34.4,,,S,
PAM00086097,2022-02-20,TMIN,22.0,,,S,
PAM00086097,2022-02-20,TAVG,27.900000000000002,H,,S,
PAM00086128,2022-02-20,TMIN,23.0,,,S,
PAM00086128,2022-02-20,TAVG,27.900000000000002,H,,S,
PAM00086170,2022-02-20,TMAX,40.0,,,S,
PAM00086170,2022-02-20,TMIN,22.700000000000003,,,S,
PAM00086170,2022-02-20,TAVG,27.8,H,,S,
PAM00086185,2022-02-20,TMAX,36.4,,,S,
PAM00086185,2022-02-20,TMIN,23.0,,,S,
PAM00086185,2022-02-20,TAVG,27.700000000000003,H,,S,
PAM00086192,2022-02-20,TMAX,37.800000000000004,,,S,
PAM00086192,2022-02-20,TMIN,20.0,,,S,
PAM00086192,2022-02-20,TAVG,28.400000000000002,H,,S,
PAM00086210,2022-02-20,TMAX,36.4,,,S,
PAM00086210,2022-02-20,TMIN,21.5,,,S,
PAM00086210,2022-02-20,PRCP,0.0,,,S,
PAM00086210,2022-02-20,TAVG,29.900000000000002,H,,S,
PAM00086218,2022-02-20,TMAX,37.6,,,S,
PAM00086218,2022-02-20,TAVG,26.8,H,,S,
PAM00086221,2022-02-20,TMAX,38.0,,,S,
PAM00086221,2022-02-20,TMIN,20.0,,,S,
PAM00086221,2022-02-20,TAVG,29.1,H,,S,
PAM00086234,2022-02-20,TMAX,38.2,,,S,
PAM00086234,2022-02-20,TMIN,19.5,,,S,
PAM00086234,2022-02-20,TAVG,27.200000000000003,H,,S,
PAM00086255,2022-02-20,TMAX,39.0,,,S,
PAM00086255,2022-02-20,TMIN,19.0,,,S,
PAM00086255,2022-02-20,TAVG,29.1,H,,S,
PAM00086260,2022-02-20,TAVG,27.200000000000003,H,,S,
PAM00086268,2022-02-20,TMAX,36.800000000000004,,,S,
PAM00086268,2022-02-20,TMIN,22.0,,,S,
PAM00086268,2022-02-20,TAVG,29.1,H,,S,
PAM00086285,2022-02-20,TMAX,36.6,,,S,
PAM00086285,2022-02-20,TMIN,20.8,,,S,
PAM00086285,2022-02-20,TAVG,27.700000000000003,H,,S,
PA000086068,2022-02-21,TAVG,25.5,H,,S,
PA000086086,2022-02-21,TMAX,38.6,,,S,
PA000086086,2022-02-21,TMIN,25.0,,,S,
PA000086086,2022-02-21,TAVG,30.900000000000002,H,,S,
PA000086134,2022-02-21,TMIN,23.5,,,S,
PA000086134,2022-02-21,TAVG,30.200000000000003,H,,S,
PA000086297,2022-02-21,TMAX,36.2,,,S,
PA000086297,2022-02-21,PRCP,3.3000000000000003,,,S,
PA000086297,2022-02-21,TAVG,25.6,H,,S,
PAM00086097,2022-02-21,TMAX,32.4,,,S,
PAM00086097,2022-02-21,TMIN,22.0,,,S,
PAM00086097,2022-02-21,PRCP,0.8,,,S,
PAM00086097,2022-02-21,TAVG,26.1,H,,S,
PAM00086128,2022-02-21,TMAX,36.4,,,S,
PAM00086128,2022-02-21,TMIN,20.6,,,S,
PAM00086128,2022-02-21,PRCP,4.6000000000000005,,,S,
PAM00086128,2022-02-21,TAVG,26.1,H,,S,
PAM00086170,2022-02-21,TMAX,32.7,,,S,
PAM00086170,2022-02-21,TMIN,21.0,,,S,
PAM00086170,2022-02-21,PRCP,1.0,,,S,
PAM00086170,2022-02-21,TAVG,26.6,H,,S,
PAM00086185,2022-02-21,TMAX,34.6,,,S,
PAM00086185,2022-02-21,TMIN,22.400000000000002,,,S,
PAM00086185,2022-02-21,PRCP,3.0,,,S,
PAM00086185,2022-02-21,TAVG,27.400000000000002,H,,S,
PAM00086210,2022-02-21,TMAX,36.6,,,S,
PAM00086210,2022-02-21,TMIN,23.5,,,S,
PAM00086210,2022-02-21,TAVG,30.700000000000003,H,,S,
PAM00086218,2022-02-21,TMAX,35.4,,,S,
PAM00086218,2022-02-21,PRCP,2.5,,,S,
PAM00086218,2022-02-21,TAVG,25.6,H,,S,
PAM00086221,2022-02-21,TMIN,22.0,,,S,
PAM00086221,2022-02-21,TAVG,27.3,H,,S,
PAM00086233,2022-02-21,TMAX,36.0,,,S,
PAM00086233,2022-02-21,TMIN,21.6,,,S,
PAM00086233,2022-02-21,PRCP,3.8000000000000003,,,S,
PAM00086233,2022-02-21,TAVG,26.400000000000002,H,,S,
PAM00086234,2022-02-21,TMAX,35.5,,,S,
PAM00086234,2022-02-21,TMIN,21.200000000000003,,,S,
PAM00086234,2022-02-21,PRCP,14.5,,,S,
PAM00086234,2022-02-21,TAVG,24.900000000000002,H,,S,
PAM00086255,2022-02-21,TMAX,33.5,,,S,
PAM00086255,2022-02-21,TMIN,19.8,,,S,
PAM00086255,2022-02-21,TAVG,24.0,H,,S,
PAM00086260,2022-02-21,TMAX,31.0,,,S,
PAM00086260,2022-02-21,TMIN,21.0,,,S,
PAM00086260,2022-02-21,PRCP,2.0,,,S,
PAM00086260,2022-02-21,TAVG,24.5,H,,S,
PAM00086268,2022-02-21,TMAX,36.0,,,S,
PAM00086268,2022-02-21,TMIN,20.0,,,S,
PAM00086268,2022-02-21,PRCP,0.5,,,S,
PAM00086268,2022-02-21,TAVG,24.900000000000002,H,,S,
PAM00086285,2022-02-21,TMAX,35.6,,,S,
PAM00086285,2022-02-21,TMIN,18.6,,,S,
PAM00086285,2022-02-21,PRCP,4.1000000000000005,,,S,
PAM00086285,2022-02-21,TAVG,23.200000000000003,H,,S,
PA000086068,2022-02-22,TMIN,23.0,,,S,
PA000086068,2022-02-22,PRCP,11.9,,,S,
PA000086068,2022-02-22,TAVG,26.200000000000003,H,,S,
PA000086086,2022-02-22,TMAX,39.0,,,S,
PA000086086,2022-02-22,TMIN,25.0,,,S,
PA000086086,2022-02-22,TAVG,30.1,H,,S,
PA000086134,2022-02-22,TMAX,38.0,,,S,
PA000086134,2022-02-22,TMIN,23.0,,,S,
PA000086134,2022-02-22,PRCP,11.9,,,S,
PA000086134,2022-02-22,TAVG,28.8,H,,S,
PA000086297,2022-02-22,TMIN,22.200000000000003,,,S,
PA000086297,2022-02-22,PRCP,0.0,,,S,
PA000086297,2022-02-22,TAVG,29.6,H,,S,
PAM00086097,2022-02-22,TMAX,31.400000000000002,,,S,
PAM00086097,2022-02-22,TMIN,21.400000000000002,,,S,
PAM00086097,2022-02-22,PRCP,5.300000000000001,,,S,
PAM00086097,2022-02-22,TAVG,27.3,H,,S,
PAM00086128,2022-02-22,TMIN,21.0,,,S,
PAM00086128,2022-02-22,PRCP,11.9,,,S,
PAM00086128,2022-02-22,TAVG,26.5,H,,S,
PAM00086170,2022-02-22,TMIN,21.1,,,S,
PAM00086170,2022-02-22,PRCP,0.0,,,S,
PAM00086170,2022-02-22,TAVG,29.400000000000002,H,,S,
PAM00086185,2022-02-22,TMIN,23.0,,,S,
PAM00086185,2022-02-22,PRCP,0.0,,,S,
PAM00086185,2022-02-22,TAVG,27.6,H,,S,
PAM00086192,2022-02-22,TMAX,35.0,,,S,
PAM00086192,2022-02-22,TMIN,20.200000000000003,,,S,
PAM00086192,2022-02-22,TAVG,26.1,H,,S,
PAM00086210,2022-02-22,TMIN,23.0,,,S,
PAM00086210,2022-02-22,PRCP,16.0,,,S,
PAM00086210,2022-02-22,TAVG,27.400000000000002,H,,S,
PAM00086218,2022-02-22,TMIN,21.400000000000002,,,S,
PAM00086218,2022-02-22,PRCP,27.200000000000003,,,S,
PAM00086218,2022-02-22,TAVG,27.400000000000002,H,,S,
PAM00086221,2022-02-22,TMAX,37.4,,,S,
PAM00086221,2022-02-22,TMIN,20.0,,,S,
PAM00086221,2022-02-22,PRCP,35.1,,,S,
PAM00086221,2022-02-22,TAVG,27.3,H,,S,
PAM00086233,2022-02-22,TMAX,35.0,,,S,
PAM00086233,2022-02-22,TMIN,21.0,,,S,
PAM00086233,2022-02-22,PRCP,27.400000000000002,,,S,
PAM00086233,2022-02-22,TAVG,25.200000000000003,H,,S,
PAM00086234,2022-02-22,TMAX,33.800000000000004,,,S,
PAM00086234,2022-02-22,TMIN,20.5,,,S,
PAM00086234,2022-02-22,PRCP,20.6,,,S,
PAM00086234,2022-02-22,TAVG,25.700000000000003,H,,S,
PAM00086255,2022-02-22,TMIN,22.400000000000002,,,S,
PAM00086255,2022-02-22,TAVG,29.5,H,,S,
PAM00086260,2022-02-22,TMIN,21.0,,,S,
PAM00086260,2022-02-22,PRCP,0.0,,,S,
PAM00086260,2022-02-22,TAVG,27.900000000000002,H,,S,
PAM00086268,2022-02-22,TMAX,35.6,,,S,
PAM00086268,2022-02-22,TMIN,22.8,,,S,
PAM00086268,2022-02-22,PRCP,28.700000000000003,,,S,
PAM00086268,2022-02-22,TAVG,27.400000000000002,H,,S,
PAM00086285,2022-02-22,TMIN,18.3,,,S,
PAM00086285,2022-02-22,PRCP,1.5,,,S,
PAM00086285,2022-02-22,TAVG,24.3,H,,S,
PA000086068,2022-02-23,TMIN,22.8,,,S,
PA000086068,2022-02-23,PRCP,0.0,,,S,
PA000086068,2022-02-23,TAVG,27.700000000000003,H,,S,
PA000086134,2022-02-23,TMAX,36.0,,,S,
PA000086134,2022-02-23,TMIN,23.5,,,S,
PA000086134,2022-02-23,PRCP,0.0,,,S,
PA000086134,2022-02-23,TAVG,29.900000000000002,H,,S,
PA000086297,2022-02-23,TMAX,36.6,,,S,
PA000086297,2022-02-23,TAVG,29.3,H,,S,
PAM00086097,2022-02-23,TMIN,21.400000000000002,,,S,
PAM00086097,2022-02-23,PRCP,22.400000000000002,,,S,
PAM00086097,2022-02-23,TAVG,27.400000000000002,H,,S,
PAM00086128,2022-02-23,TMAX,35.4,,,S,
PAM00086128,2022-02-23,TMIN,24.400000000000002,,,S,
PAM00086128,2022-02-23,PRCP,0.0,,,S,
PAM00086128,2022-02-23,TAVG,27.700000000000003,H,,S,
PAM00086170,2022-02-23,TMIN,22.0,,,S,
PAM00086170,2022-02-23,TAVG,30.700000000000003,H,,S,
PAM00086185,2022-02-23,TMAX,35.0,,,S,
PAM00086185,2022-02-23,TMIN,23.0,,,S,
PAM00086185,2022-02-23,TAVG,28.1,H,,S,
PAM00086192,2022-02-23,TMIN,21.6,,,S,
PAM00086192,2022-02-23,PRCP,8.4,,,S,
PAM00086192,2022-02-23,TAVG,27.8,H,,S,
PAM00086210,2022-02-23,TMAX,34.4,,,S,
PAM00086210,2022-02-23,TMIN,22.5,,,S,
PAM00086210,2022-02-23,PRCP,5.6000000000000005,,,S,
PAM00086210,2022-02-23,TAVG,29.1,H,,S,
PAM00086218,2022-02-23,TMIN,23.8,,,S,
PAM00086218,2022-02-23,PRCP,0.0,,,S,
PAM00086218,2022-02-23,TAVG,30.1,H,,S,
PAM00086221,2022-02-23,TMIN,20.0,,,S,
PAM00086221,2022-02-23,PRCP,0.0,,,S,
PAM00086221,2022-02-23,TAVG,30.1,H,,S,
PAM00086233,2022-02-23,TMAX,35.0,,,S,
PAM00086233,2022-02-23,TMIN,22.0,,,S,
PAM00086233,2022-02-23,PRCP,0.0,,,S,
PAM00086233,2022-02-23,TAVG,28.3,H,,S,
PAM00086234,2022-02-23,TMIN,22.6,,,S,
PAM00086234,2022-02-23,PRCP,0.0,,,S,
PAM00086234,2022-02-23,TAVG,28.3,H,,S,
PAM00086255,2022-02-23,TMIN,22.0,,,S,
PAM00086255,2022-02-23,TAVG,30.700000000000003,H,,S,
PAM00086260,2022-02-23,TMIN,22.0,,,S,
PAM00086260,2022-02-23,TAVG,31.5,H,,S,
PAM00086268,2022-02-23,TMIN,23.0,,,S,
PAM00086268,2022-02-23,PRCP,0.0,,,S,
PAM00086268,2022-02-23,TAVG,29.0,H,,S,
PAM00086285,2022-02-23,TMIN,20.400000000000002,,,S,
PAM00086285,2022-02-23,PRCP,0.0,,,S,
PAM00086285,2022-02-23,TAVG,28.0,H,,S,
PA000086068,2022-02-24,TAVG,32.7,H,,S,
PA000086086,2022-02-24,TMAX,37.0,,,S,
PA000086086,2022-02-24,TMIN,26.0,,,S,
PA000086086,2022-02-24,PRCP,0.5,,,S,
PA000086086,2022-02-24,TAVG,30.5,H,,S,
PA000086134,2022-02-24,TMIN,26.0,,,S,
PA000086134,2022-02-24,TAVG,31.900000000000002,H,,S,
PA000086297,2022-02-24,TAVG,32.9,H,,S,
PAM00086097,2022-02-24,TMAX,34.0,,,S,
PAM00086097,2022-02-24,TMIN,22.0,,,S,
PAM00086097,2022-02-24,PRCP,0.0,,,S,
PAM00086097,2022-02-24,TAVG,27.6,H,,S,
PAM00086128,2022-02-24,TMIN,24.0,,,S,
PAM00086128,2022-02-24,TAVG,30.5,H,,S,
PAM00086170,2022-02-24,TMIN,23.6,,,S,
PAM00086170,2022-02-24,TAVG,33.5,H,,S,
PAM00086185,2022-02-24,TMIN,24.6,,,S,
PAM00086185,2022-02-24,TAVG,29.700000000000003,H,,S,
PAM00086192,2022-02-24,TMIN,24.0,,,S,
PAM00086192,2022-02-24,PRCP,0.0,,,S,
PAM00086192,2022-02-24,TAVG,31.700000000000003,H,,S,
PAM00086210,2022-02-24,TMAX,34.800000000000004,,,S,
